Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
4656,OR10S1,ENSG00000196248,R-HSA-9752946,Expression and translocation of olfactory receptors,219873,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219873 (OR10S1),,
4657,OR10T2,ENSG00000186306,R-HSA-9752946,Expression and translocation of olfactory receptors,128360,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 128360 (OR10T2),,
4658,OR10W1,ENSG00000172772,R-HSA-9752946,Expression and translocation of olfactory receptors,81341,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81341 (OR10W1),,
4659,OR10X1,ENSG00000279111,R-HSA-9752946,Expression and translocation of olfactory receptors,128367,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 128367 (OR10X1),,
4660,OR10Z1,ENSG00000198967,R-HSA-9752946,Expression and translocation of olfactory receptors,128368,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 128368 (OR10Z1),,
4661,OR11G2,ENSG00000196832,R-HSA-9752946,Expression and translocation of olfactory receptors,390439,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390439 (OR11G2),,
4662,OR11H4,ENSG00000176198,R-HSA-9752946,Expression and translocation of olfactory receptors,390442,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390442 (OR11H4),,
4663,OR11H12,ENSG00000257115,,,81061,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81061 (OR11H1),,
4664,OR11L1,ENSG00000197591,R-HSA-9752946,Expression and translocation of olfactory receptors,391189,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 391189 (OR11L1),,
4665,OR12D3,ENSG00000112462,R-HSA-9752946,Expression and translocation of olfactory receptors,81797,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81797 (OR12D3),,
4666,OR13C2,ENSG00000276119,R-HSA-9752946,Expression and translocation of olfactory receptors,392376,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 392376 (OR13C2),,
4667,OR13C8,ENSG00000186943,R-HSA-9752946,Expression and translocation of olfactory receptors,138802,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 138802 (OR13C8),,
4668,OR13D1,ENSG00000179055,R-HSA-9752946,Expression and translocation of olfactory receptors,286365,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 286365 (OR13D1),,
4669,OR13G1,ENSG00000197437,R-HSA-9752946,Expression and translocation of olfactory receptors,441933,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 441933 (OR13G1),,
4670,OR14A2,ENSG00000241128,R-HSA-9752946,Expression and translocation of olfactory receptors,388761,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 388761 (OR14A2),,
4671,OR14C36,ENSG00000177174,R-HSA-9752946,Expression and translocation of olfactory receptors,127066,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 127066 (OR14C36),,
4672,OR14J1,ENSG00000204695,R-HSA-9752946,Expression and translocation of olfactory receptors,442191,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 442191 (OR14J1),,
4673,OR14K1,ENSG00000153230,R-HSA-9752946,Expression and translocation of olfactory receptors,343170,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 343170 (OR14K1),,
4674,OR51A2,ENSG00000205496,R-HSA-9752946,Expression and translocation of olfactory receptors,401667,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 401667 (OR51A2),,
4675,OR51A4,ENSG00000205497,R-HSA-9752946,Expression and translocation of olfactory receptors,401666,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 401666 (OR51A4),,
4676,OR51A7,ENSG00000176895,R-HSA-9752946,Expression and translocation of olfactory receptors,119687,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119687 (OR51A7),,
4677,OR51B2,ENSG00000279012,R-HSA-9752946,Expression and translocation of olfactory receptors,79345,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79345 (OR51B2),,
4678,OR51B5,ENSG00000167355,R-HSA-9752946,Expression and translocation of olfactory receptors,282763,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 282763 (OR51B5),,
4679,OR51B6,ENSG00000176239,R-HSA-9752946,Expression and translocation of olfactory receptors,390058,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390058 (OR51B6),,
4680,OR51C1P,ENSG00000197674,,,401661,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 401661 (OR51C1P),,
4681,OR51E1,ENSG00000180785,R-HSA-9752946,Expression and translocation of olfactory receptors,143503,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 143503 (OR51E1),,
4682,OR51F1,ENSG00000280021,R-HSA-9752946,Expression and translocation of olfactory receptors,256892,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 256892 (OR51F1),,
4683,OR51F2,ENSG00000176925,R-HSA-9752946,Expression and translocation of olfactory receptors,119694,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119694 (OR51F2),,
4684,OR51G1,ENSG00000278870,R-HSA-9752946,Expression and translocation of olfactory receptors,79324,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79324 (OR51G1),,
4685,OR51G2,ENSG00000176893,R-HSA-9752946,Expression and translocation of olfactory receptors,81282,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81282 (OR51G2),,
4686,OR51I1,ENSG00000167359,R-HSA-9752946,Expression and translocation of olfactory receptors,390063,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390063 (OR51I1),,
4687,OR51I2,ENSG00000187918,R-HSA-9752946,Expression and translocation of olfactory receptors,390064,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390064 (OR51I2),,
4688,OR51L1,ENSG00000176798,R-HSA-9752946,Expression and translocation of olfactory receptors,119682,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119682 (OR51L1),,
4689,OR51M1,ENSG00000184698,R-HSA-9752946,Expression and translocation of olfactory receptors,390059,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390059 (OR51M1),,
4690,OR51Q1,ENSG00000167360,R-HSA-9752946,Expression and translocation of olfactory receptors,390061,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390061 (OR51Q1),,
4691,OR51S1,ENSG00000176922,R-HSA-9752946,Expression and translocation of olfactory receptors,119692,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119692 (OR51S1),,
4692,OR51V1,ENSG00000176742,R-HSA-9752946,Expression and translocation of olfactory receptors,283111,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283111 (OR51V1),,
4693,OR52A1,ENSG00000182070,R-HSA-9752946,Expression and translocation of olfactory receptors,23538,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 23538 (OR52A1),,
4694,OR52A5,ENSG00000171944,R-HSA-9752946,Expression and translocation of olfactory receptors,390054,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390054 (OR52A5),,
4695,OR52B2,ENSG00000255307,R-HSA-9752946,Expression and translocation of olfactory receptors,255725,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 255725 (OR52B2),,
4696,OR52B4,ENSG00000221996,,,143496,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 143496 (OR52B4),,
4697,OR52B6,ENSG00000187747,R-HSA-9752946,Expression and translocation of olfactory receptors,340980,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 340980 (OR52B6),,
4698,OR52D1,ENSG00000181609,R-HSA-9752946,Expression and translocation of olfactory receptors,390066,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390066 (OR52D1),,
4699,OR52E2,ENSG00000176787,R-HSA-9752946,Expression and translocation of olfactory receptors,119678,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119678 (OR52E2),,
4700,OR52E4,ENSG00000180974,R-HSA-9752946,Expression and translocation of olfactory receptors,390081,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390081 (OR52E4),,
4701,OR52E8,ENSG00000183269,R-HSA-9752946,Expression and translocation of olfactory receptors,390079,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390079 (OR52E8),,
4702,OR52H1,ENSG00000181616,R-HSA-9752946,Expression and translocation of olfactory receptors,390067,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390067 (OR52H1),,
4703,OR52I2,ENSG00000226288,R-HSA-9752946,Expression and translocation of olfactory receptors,143502,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 143502 (OR52I2),,
4704,OR52J3,ENSG00000205495,R-HSA-9752946,Expression and translocation of olfactory receptors,119679,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119679 (OR52J3),,
4705,OR52K1,ENSG00000196778,R-HSA-9752946,Expression and translocation of olfactory receptors,390036,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390036 (OR52K1),,
4706,OR52K2,ENSG00000181963,R-HSA-9752946,Expression and translocation of olfactory receptors,119774,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119774 (OR52K2),,
4707,OR52L1,ENSG00000183313,R-HSA-9752946,Expression and translocation of olfactory receptors,338751,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 338751 (OR52L1),,
4708,OR52M1,ENSG00000197790,R-HSA-9752946,Expression and translocation of olfactory receptors,119772,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119772 (OR52M1),,
4709,OR52N2,ENSG00000180988,R-HSA-9752946,Expression and translocation of olfactory receptors,390077,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390077 (OR52N2),,
4710,OR52N4,ENSG00000181074,R-HSA-9752946,Expression and translocation of olfactory receptors,390072,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390072 (OR52N4),,
4711,OR56A1,ENSG00000180934,R-HSA-9752946,Expression and translocation of olfactory receptors,120796,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 120796 (OR56A1),,
4712,OR56A4,ENSG00000183389,R-HSA-9752946,Expression and translocation of olfactory receptors,120793,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 120793 (OR56A4),,
4713,OR56B2P,ENSG00000181017,,,390073,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390073 (OR56B2P),,
4714,OR56B4,ENSG00000180919,R-HSA-9752946,Expression and translocation of olfactory receptors,196335,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 196335 (OR56B4),,
4715,ORC1,ENSG00000102743,R-HSA-68616,Assembly of the ORC complex at the origin of replication,10166,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 10166 (SLC25A15),,
4716,ORC3,ENSG00000135336,R-HSA-68616,Assembly of the ORC complex at the origin of replication,64784,,,,,
4717,OSBP2,ENSG00000184792,,,23762,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 23762 (OSBP2),,
4718,OSBPL1A,ENSG00000141447,R-HSA-192105,Synthesis of bile acids and bile salts,114876,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114876 (OSBPL1A),,
4719,OSBPL5,ENSG00000021762,R-HSA-1482801,Acyl chain remodelling of PS,114879,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114879 (OSBPL5),,
4720,OSBPL6,ENSG00000079156,R-HSA-192105,Synthesis of bile acids and bile salts,114880,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114880 (OSBPL6),,
4721,OSBPL7,ENSG00000006025,R-HSA-192105,Synthesis of bile acids and bile salts,114881,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114881 (OSBPL7),,
4722,OSBPL8,ENSG00000091039,R-HSA-1482801,Acyl chain remodelling of PS,114882,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114882 (OSBPL8),,
4723,OSBPL10,ENSG00000144645,R-HSA-1482801,Acyl chain remodelling of PS,114884,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 114884 (OSBPL10),,
4724,OSMR,ENSG00000145623,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,9180,0: 09183 Protein families: signaling and cellular processes,1: 04050 Cytokine receptors [BR:hsa04050],2: 9180 (OSMR),,
4725,OTOA,ENSG00000155719,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,146183,0: 09183 Protein families: signaling and cellular processes,1: 00537 Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:hsa00537],2: 146183 (OTOA),,
